order_id,customer_id,restaurant_id,order_time,delivery_time,status,rating,order_value,food_item
OD11456,CUST2532,REST_01,2026-05-02 09:52:56,,Cancelled,,580,Dal Makhani with Jeera Rice
OD11457,CUST3345,REST_05,2026-04-27 11:25:03,34.0,Delivered,4.0,790,Margherita Pizza 10-inch
OD11458,CUST3018,REST_03,2026-04-28 12:03:44,54.0,Delivered,2.0,380,Chicken Dum Biryani
OD11459,CUST2102,REST_02,2026-05-03 13:59:30,38.0,Delivered,4.0,260,Masala Dosa with Sambar
OD11460,CUST3137,REST_07,2026-05-21 15:59:09,33.0,Delivered,4.0,260,Caesar Salad
OD11461,CUST3479,REST_09,2026-05-17 17:33:21,37.0,Delivered,2.0,210,Hot Chocolate
OD11462,CUST2458,REST_06,2026-05-26 12:33:43,34.0,Delivered,4.0,240,Loaded Nachos
OD11463,CUST2116,REST_04,2026-04-27 19:32:07,32.0,Delivered,3.0,330,Chilli Chicken Gravy
OD11464,CUST3298,REST_07,2026-05-12 14:14:02,42.0,Delivered,4.0,310,High-Protein Chicken Salad
OD11465,CUST3121,REST_01,2026-05-13 06:10:41,26.0,Delivered,4.0,350,Kadhai Paneer with Roti
OD11466,CUST2437,REST_07,2026-04-28 20:24:38,44.0,Delivered,2.0,340,Quinoa Avocado Salad
OD11467,CUST2797,REST_08,2026-05-24 23:59:23,29.0,Delivered,3.0,120,Gulab Jamun (4 pcs)
OD11468,CUST2298,REST_07,2026-05-08 07:52:41,28.0,Delivered,4.0,260,Caesar Salad
OD11469,CUST3103,REST_04,2026-05-04 06:19:58,23.0,Delivered,4.0,200,Veg Spring Rolls (6 pcs)
OD11470,CUST2648,REST_04,2026-05-09 18:23:48,37.0,Delivered,5.0,260,Veg Hakka Noodles
OD11471,CUST3259,REST_06,2026-05-07 06:07:56,19.0,Delivered,3.0,230,Crispy Chicken Burger
OD11472,CUST3036,REST_10,2026-05-04 19:20:47,50.0,Delivered,1.0,380,Tandoori Roti Combo
OD11473,CUST2202,REST_03,2026-05-07 14:09:24,40.0,Delivered,4.0,500,Mutton Biryani
OD11474,CUST2315,REST_05,2026-05-10 20:29:09,39.0,Delivered,5.0,350,Veg Arrabiata Penne Pasta
OD11475,CUST2950,REST_02,2026-05-12 18:41:48,42.0,Delivered,3.0,190,Rava Kesari & Dosa Combo
OD11476,CUST2652,REST_05,2026-05-06 21:53:19,57.0,Delivered,2.0,390,Chicken Alfredo Pasta
OD11477,CUST2354,REST_06,2026-05-09 23:57:28,52.0,Delivered,3.0,230,Spicy Paneer Wrap
OD11478,CUST2514,REST_03,2026-05-01 18:04:55,37.0,Delivered,4.0,380,Chicken Dum Biryani
OD11479,CUST3237,REST_03,2026-05-23 18:03:26,32.0,Delivered,5.0,950,Mutton Biryani
OD11480,CUST3422,REST_06,2026-05-22 06:33:53,33.0,Delivered,2.0,220,Spicy Paneer Wrap
OD11481,CUST3221,REST_08,2026-05-18 20:20:26,45.0,Delivered,1.0,560,Sizzling Brownie
OD11482,CUST3456,REST_06,2026-05-15 20:01:15,49.0,Delivered,3.0,230,Spicy Paneer Wrap
OD11483,CUST2933,REST_04,2026-05-17 12:06:06,56.0,Delivered,2.0,320,Chicken Fried Rice & Manchurian
OD11484,CUST2219,REST_07,2026-05-25 19:07:18,39.0,Delivered,5.0,360,Quinoa Avocado Salad
OD11485,CUST2213,REST_07,2026-05-25 12:26:36,29.0,Delivered,5.0,210,Fresh Fruit Bowl
OD11486,CUST2125,REST_07,2026-05-25 21:01:58,50.0,Delivered,2.0,200,Fresh Fruit Bowl
OD11487,CUST3404,REST_01,2026-05-10 21:11:16,45.0,Delivered,3.0,380,Butter Chicken & Naan
OD11488,CUST2571,REST_08,2026-05-15 06:25:48,39.0,Delivered,4.0,560,Sizzling Brownie
OD11489,CUST3127,REST_06,2026-05-04 11:44:10,28.0,Delivered,5.0,270,Classic Cheese Burger & Fries
OD11490,CUST2242,REST_07,2026-05-21 19:27:03,46.0,Delivered,2.0,340,Quinoa Avocado Salad
OD11491,CUST2930,REST_03,2026-05-15 18:39:47,,Cancelled,,400,Chicken Tikka Biryani
OD11492,CUST3481,REST_01,2026-04-27 16:31:23,19.0,Delivered,5.0,670,Kadhai Paneer with Roti
OD11493,CUST2212,REST_10,2026-04-29 21:49:52,34.0,Delivered,4.0,310,Paneer Tikka
OD11494,CUST3198,REST_04,2026-05-04 12:00:10,,Cancelled,,620,Chicken Fried Rice & Manchurian
OD11495,CUST2084,REST_03,2026-04-28 10:56:46,26.0,Delivered,4.0,600,Veg Hyderabadi Biryani
OD11496,CUST2463,REST_07,2026-05-03 19:48:49,54.0,Delivered,3.0,220,Fresh Fruit Bowl
OD11497,CUST2271,REST_01,2026-05-23 22:17:48,38.0,Delivered,5.0,340,Kadhai Paneer with Roti
OD11498,CUST2805,REST_06,2026-04-30 11:31:25,,Cancelled,,250,Loaded Nachos
OD11499,CUST2942,REST_05,2026-04-27 14:38:49,35.0,Delivered,5.0,180,Garlic Bread with Cheese
OD11500,CUST3201,REST_03,2026-04-30 18:14:46,29.0,Delivered,5.0,470,Mutton Biryani
OD11501,CUST2310,REST_09,2026-05-01 20:56:39,46.0,Delivered,2.0,210,Paneer Tikka Sandwich
OD11502,CUST3092,REST_05,2026-05-02 20:04:22,56.0,Delivered,1.0,660,Veg Arrabiata Penne Pasta
OD11503,CUST2206,REST_10,2026-05-11 18:37:29,23.0,Delivered,5.0,330,Chicken Seekh Kebab
OD11504,CUST2515,REST_03,2026-05-05 19:43:20,31.0,Delivered,4.0,1380,Mutton Biryani
OD11505,CUST2085,REST_07,2026-05-25 13:10:37,,Cancelled,,260,Greek Salad
OD11506,CUST2734,REST_10,2026-05-18 13:27:17,38.0,Delivered,4.0,360,Chicken Seekh Kebab
OD11507,CUST3109,REST_03,2026-05-22 12:47:32,35.0,Delivered,3.0,330,Veg Hyderabadi Biryani
OD11508,CUST2654,REST_06,2026-05-02 12:55:22,39.0,Delivered,4.0,290,Classic Cheese Burger & Fries
OD11509,CUST2831,REST_03,2026-05-21 13:11:41,43.0,Delivered,3.0,330,Veg Hyderabadi Biryani
OD11510,CUST2179,REST_05,2026-05-16 20:26:25,40.0,Delivered,5.0,170,Garlic Bread with Cheese
OD11511,CUST2108,REST_10,2026-05-23 13:02:01,39.0,Delivered,5.0,360,Malai Kofta & Lachha Paratha
OD11512,CUST3104,REST_10,2026-04-29 09:37:14,29.0,Delivered,2.0,320,Paneer Tikka
OD11513,CUST2295,REST_08,2026-05-09 10:43:47,41.0,Delivered,3.0,220,Sizzling Brownie
OD11514,CUST3452,REST_09,2026-05-02 12:27:05,41.0,Delivered,3.0,210,Hot Chocolate
OD11515,CUST2841,REST_02,2026-04-29 22:19:08,47.0,Delivered,1.0,160,Masala Dosa with Sambar
OD11516,CUST2239,REST_04,2026-05-09 18:30:26,39.0,Delivered,4.0,330,Chilli Chicken Gravy
OD11517,CUST3278,REST_01,2026-05-24 14:32:35,37.0,Delivered,4.0,580,Dal Makhani with Jeera Rice
OD11518,CUST2346,REST_05,2026-05-05 08:31:10,28.0,Delivered,5.0,190,Garlic Bread with Cheese
OD11519,CUST3027,REST_07,2026-05-24 13:34:23,65.0,Delivered,2.0,200,Fresh Fruit Bowl
OD11520,CUST2958,REST_03,2026-04-27 23:00:38,36.0,Delivered,4.0,490,Mutton Biryani
OD11521,CUST2987,REST_05,2026-05-21 19:01:53,42.0,Delivered,4.0,400,Chicken Alfredo Pasta
OD11522,CUST2876,REST_01,2026-05-06 12:32:58,31.0,Delivered,4.0,330,Dal Makhani with Jeera Rice
OD11523,CUST3111,REST_08,2026-05-24 17:43:56,31.0,Delivered,3.0,240,Gulab Jamun (4 pcs)
OD11524,CUST2754,REST_05,2026-05-01 17:59:44,33.0,Delivered,4.0,400,Margherita Pizza 10-inch
OD11525,CUST2084,REST_08,2026-05-08 15:56:27,,Cancelled,,170,Kulfi Falooda
OD11526,CUST2467,REST_04,2026-05-04 12:25:30,31.0,Delivered,4.0,330,Chilli Chicken Gravy
OD11527,CUST3123,REST_03,2026-05-24 18:36:41,22.0,Delivered,5.0,500,Mutton Biryani
OD11528,CUST3039,REST_07,2026-05-22 21:24:30,60.0,Delivered,2.0,330,High-Protein Chicken Salad
OD11529,CUST3421,REST_10,2026-05-24 13:40:20,42.0,Delivered,4.0,410,Butter Chicken Combo Meal
OD11530,CUST2121,REST_05,2026-05-09 20:28:01,46.0,Delivered,3.0,170,Garlic Bread with Cheese
OD11531,CUST3184,REST_01,2026-05-13 21:05:43,37.0,Delivered,4.0,410,Tandoori Chicken Half
OD11532,CUST2478,REST_08,2026-05-23 21:39:16,47.0,Delivered,2.0,160,Chocolate Lava Cake
OD11533,CUST3097,REST_04,2026-05-06 20:40:38,,Cancelled,,250,Veg Hakka Noodles
OD11534,CUST2735,REST_10,2026-05-09 19:04:39,52.0,Delivered,1.0,1130,Butter Chicken Combo Meal
OD11535,CUST2333,REST_05,2026-05-04 21:44:09,50.0,Delivered,3.0,400,Chicken Alfredo Pasta
OD11536,CUST2792,REST_07,2026-05-17 18:55:48,38.0,Delivered,4.0,310,High-Protein Chicken Salad
OD11537,CUST3348,REST_03,2026-05-11 20:07:30,35.0,Delivered,5.0,380,Chicken Tikka Biryani
OD11538,CUST2417,REST_01,2026-05-25 21:54:04,35.0,Delivered,4.0,330,Kadhai Paneer with Roti
OD11539,CUST3127,REST_03,2026-04-27 20:01:29,47.0,Delivered,3.0,600,Veg Hyderabadi Biryani
OD11540,CUST2377,REST_08,2026-05-10 22:43:07,51.0,Delivered,4.0,150,Gulab Jamun (4 pcs)
OD11541,CUST3087,REST_03,2026-05-17 20:11:59,55.0,Delivered,3.0,350,Chicken Dum Biryani
OD11542,CUST2782,REST_03,2026-04-29 12:47:47,33.0,Delivered,4.0,330,Veg Hyderabadi Biryani
OD11543,CUST2441,REST_07,2026-05-01 22:29:23,61.0,Delivered,1.0,200,Fresh Fruit Bowl
OD11544,CUST2121,REST_04,2026-05-26 20:15:24,57.0,Delivered,1.0,210,Veg Spring Rolls (6 pcs)
OD11545,CUST2871,REST_05,2026-05-21 22:43:01,68.0,Delivered,1.0,200,Garlic Bread with Cheese
OD11546,CUST2301,REST_02,2026-05-04 18:17:45,,Cancelled,,350,Rava Kesari & Dosa Combo
OD11547,CUST2405,REST_03,2026-05-11 19:39:33,42.0,Delivered,2.0,500,Mutton Biryani
OD11548,CUST2993,REST_03,2026-05-13 15:10:26,22.0,Delivered,5.0,490,Mutton Biryani
OD11549,CUST3166,REST_10,2026-05-15 21:38:42,55.0,Delivered,2.0,220,Tandoori Roti Combo
OD11550,CUST2978,REST_07,2026-05-02 14:49:27,34.0,Delivered,5.0,230,Fresh Fruit Bowl
OD11551,CUST3246,REST_04,2026-05-16 09:08:25,,Cancelled,,250,Veg Hakka Noodles
OD11552,CUST2137,REST_05,2026-05-01 21:46:47,64.0,Delivered,1.0,360,Veg Arrabiata Penne Pasta
OD11553,CUST3156,REST_02,2026-05-22 19:20:09,45.0,Delivered,2.0,120,Idli Vada Combo
OD11554,CUST2609,REST_03,2026-05-19 19:03:33,36.0,Delivered,3.0,470,Mutton Biryani
OD11555,CUST2877,REST_10,2026-05-16 15:58:36,36.0,Delivered,5.0,350,Chicken Seekh Kebab
OD11556,CUST2175,REST_08,2026-05-10 15:59:33,34.0,Delivered,4.0,120,Gulab Jamun (4 pcs)
OD11557,CUST3315,REST_05,2026-04-30 20:20:14,40.0,Delivered,5.0,420,Margherita Pizza 10-inch
OD11558,CUST2199,REST_01,2026-05-02 08:22:03,57.0,Delivered,2.0,400,Butter Chicken & Naan
OD11559,CUST3274,REST_10,2026-05-03 12:02:12,34.0,Delivered,4.0,390,Butter Chicken Combo Meal
OD11560,CUST3248,REST_01,2026-05-14 16:08:49,36.0,Delivered,3.0,300,Dal Makhani with Jeera Rice
OD11561,CUST2964,REST_07,2026-05-17 07:58:44,62.0,Delivered,2.0,310,High-Protein Chicken Salad
OD11562,CUST3215,REST_06,2026-05-05 07:52:04,19.0,Delivered,5.0,290,Classic Cheese Burger & Fries
OD11563,CUST3493,REST_02,2026-05-19 20:25:42,59.0,Delivered,1.0,350,Rava Kesari & Dosa Combo
OD11564,CUST3008,REST_08,2026-05-25 21:00:45,30.0,Delivered,2.0,160,Chocolate Lava Cake
OD11565,CUST3238,REST_09,2026-05-15 14:49:10,45.0,Delivered,3.0,180,Iced Latte
OD11566,CUST2044,REST_08,2026-05-02 19:21:05,63.0,Delivered,1.0,160,Kulfi Falooda
OD11567,CUST3477,REST_07,2026-05-11 13:54:01,41.0,Delivered,2.0,350,Quinoa Avocado Salad
OD11568,CUST3144,REST_08,2026-05-19 11:44:39,,Cancelled,,160,Chocolate Lava Cake
OD11569,CUST2456,REST_02,2026-05-09 10:21:34,21.0,Delivered,4.0,150,Masala Dosa with Sambar
OD11570,CUST2382,REST_02,2026-05-11 20:43:10,36.0,Delivered,4.0,170,Masala Dosa with Sambar
OD11571,CUST2975,REST_08,2026-05-20 20:50:03,32.0,Delivered,5.0,140,Gulab Jamun (4 pcs)
OD11572,CUST2151,REST_10,2026-05-10 21:31:51,46.0,Delivered,2.0,390,Butter Chicken Combo Meal
OD11573,CUST2770,REST_01,2026-05-09 08:34:19,35.0,Delivered,3.0,300,Dal Makhani with Jeera Rice
OD11574,CUST2443,REST_07,2026-04-28 15:02:25,29.0,Delivered,4.0,220,Fresh Fruit Bowl
OD11575,CUST3497,REST_09,2026-04-27 19:37:07,36.0,Delivered,2.0,260,Club Sandwich
OD11576,CUST2486,REST_01,2026-05-07 12:12:49,35.0,Delivered,4.0,340,Paneer Butter Masala Meal
OD11577,CUST3177,REST_03,2026-05-24 22:22:58,54.0,Delivered,1.0,310,Egg Biryani
OD11578,CUST2281,REST_01,2026-05-26 14:32:05,31.0,Delivered,4.0,320,Dal Makhani with Jeera Rice
OD11579,CUST3289,REST_06,2026-05-09 23:10:55,36.0,Delivered,4.0,260,Loaded Nachos
OD11580,CUST2108,REST_06,2026-05-10 10:26:53,,Cancelled,,220,Chicken Nuggets (9 pcs)
OD11581,CUST2867,REST_01,2026-05-01 20:57:58,51.0,Delivered,4.0,430,Tandoori Chicken Half
OD11582,CUST2748,REST_01,2026-04-29 17:43:46,29.0,Delivered,5.0,380,Butter Chicken & Naan
OD11583,CUST2711,REST_09,2026-05-05 13:13:15,44.0,Delivered,3.0,230,Paneer Tikka Sandwich
OD11584,CUST3499,REST_06,2026-05-26 18:03:20,34.0,Delivered,5.0,250,Crispy Chicken Burger
OD11585,CUST3075,REST_10,2026-05-09 19:27:21,62.0,Delivered,1.0,400,Butter Chicken Combo Meal
OD11586,CUST2541,REST_09,2026-05-11 07:11:15,32.0,Delivered,4.0,210,Paneer Tikka Sandwich
OD11587,CUST2013,REST_02,2026-05-10 18:13:12,37.0,Delivered,4.0,130,Filter Coffee & Upma
OD11588,CUST3159,REST_07,2026-05-26 11:15:48,38.0,Delivered,4.0,320,High-Protein Chicken Salad
OD11589,CUST3216,REST_03,2026-05-16 22:10:14,44.0,Delivered,3.0,330,Veg Hyderabadi Biryani
OD11590,CUST2193,REST_05,2026-05-22 12:17:18,39.0,Delivered,4.0,410,Margherita Pizza 10-inch
OD11591,CUST2019,REST_08,2026-05-05 20:08:57,44.0,Delivered,2.0,220,Gulab Jamun (4 pcs)
OD11592,CUST2143,REST_04,2026-05-19 21:50:18,54.0,Delivered,2.0,500,Veg Spring Rolls (6 pcs)
OD11593,CUST3485,REST_03,2026-05-03 22:26:56,47.0,Delivered,2.0,500,Mutton Biryani
OD11594,CUST2425,REST_09,2026-05-07 19:10:39,38.0,Delivered,3.0,220,Hot Chocolate
OD11595,CUST2969,REST_05,2026-05-18 19:27:30,45.0,Delivered,4.0,430,Margherita Pizza 10-inch
OD11596,CUST2005,REST_07,2026-05-09 12:32:42,76.0,Delivered,1.0,340,Quinoa Avocado Salad
OD11597,CUST3175,REST_08,2026-05-03 10:59:13,36.0,Delivered,4.0,150,Gulab Jamun (4 pcs)
OD11598,CUST2528,REST_10,2026-04-27 21:38:44,71.0,Delivered,1.0,400,Butter Chicken Combo Meal
OD11599,CUST2262,REST_03,2026-04-30 11:10:45,41.0,Delivered,3.0,1390,Mutton Biryani
OD11600,CUST3152,REST_06,2026-05-02 20:27:47,58.0,Delivered,1.0,230,Crispy Chicken Burger
OD11601,CUST2331,REST_06,2026-05-13 20:33:09,44.0,Delivered,2.0,240,Chicken Nuggets (9 pcs)
OD11602,CUST2676,REST_09,2026-04-29 23:12:44,23.0,Delivered,5.0,190,Hot Chocolate
OD11603,CUST3178,REST_10,2026-05-21 20:32:27,45.0,Delivered,3.0,1120,Butter Chicken Combo Meal
OD11604,CUST3110,REST_04,2026-05-09 20:03:53,39.0,Delivered,5.0,490,Veg Hakka Noodles
OD11605,CUST2858,REST_06,2026-05-10 22:21:31,54.0,Delivered,1.0,410,Spicy Paneer Wrap
OD11606,CUST2522,REST_08,2026-05-13 17:33:50,32.0,Delivered,4.0,200,Sizzling Brownie
OD11607,CUST2147,REST_07,2026-05-02 21:55:19,63.0,Delivered,2.0,270,Greek Salad
OD11608,CUST2413,REST_09,2026-05-21 13:20:52,35.0,Delivered,2.0,430,Paneer Tikka Sandwich
OD11609,CUST2398,REST_01,2026-05-03 18:26:03,42.0,Delivered,2.0,350,Kadhai Paneer with Roti
OD11610,CUST3096,REST_04,2026-05-03 13:37:00,52.0,Delivered,1.0,700,Veg Hakka Noodles
OD11611,CUST2998,REST_03,2026-04-30 12:24:39,25.0,Delivered,5.0,310,Veg Hyderabadi Biryani
OD11612,CUST2725,REST_07,2026-05-12 19:14:36,30.0,Delivered,4.0,250,Greek Salad
OD11613,CUST2093,REST_03,2026-05-17 21:54:02,62.0,Delivered,1.0,300,Egg Biryani
OD11614,CUST2960,REST_04,2026-05-20 17:29:30,19.0,Delivered,5.0,260,Schezwan Noodles
OD11615,CUST3345,REST_05,2026-05-26 20:46:10,67.0,Delivered,2.0,430,Margherita Pizza 10-inch
OD11616,CUST2656,REST_09,2026-05-10 12:41:49,58.0,Delivered,1.0,230,Paneer Tikka Sandwich
OD11617,CUST2574,REST_03,2026-05-13 12:54:28,40.0,Delivered,3.0,310,Egg Biryani
OD11618,CUST3346,REST_02,2026-05-13 12:49:09,47.0,Delivered,3.0,170,Rava Kesari & Dosa Combo
OD11619,CUST3216,REST_01,2026-05-20 11:41:30,26.0,Delivered,4.0,790,Tandoori Chicken Half
OD11620,CUST2351,REST_04,2026-05-23 20:27:20,52.0,Delivered,1.0,300,Chilli Chicken Gravy
OD11621,CUST2955,REST_08,2026-05-22 17:31:20,62.0,Delivered,1.0,170,Kulfi Falooda
OD11622,CUST3108,REST_10,2026-04-29 14:04:20,27.0,Delivered,2.0,650,Chicken Seekh Kebab
OD11623,CUST3285,REST_07,2026-05-14 18:26:13,15.0,Delivered,5.0,350,Quinoa Avocado Salad
OD11624,CUST2488,REST_10,2026-05-17 20:38:01,52.0,Delivered,2.0,210,Tandoori Roti Combo
OD11625,CUST3072,REST_07,2026-04-27 19:31:00,54.0,Delivered,4.0,270,Caesar Salad
OD11626,CUST3201,REST_03,2026-05-01 15:38:57,39.0,Delivered,4.0,480,Mutton Biryani
OD11627,CUST2095,REST_04,2026-05-13 19:55:33,51.0,Delivered,4.0,280,Schezwan Noodles
OD11628,CUST2906,REST_04,2026-05-07 14:02:43,42.0,Delivered,2.0,250,Veg Hakka Noodles
OD11629,CUST2980,REST_10,2026-05-19 21:16:02,40.0,Delivered,2.0,390,Butter Chicken Combo Meal
OD11630,CUST2131,REST_05,2026-05-26 13:41:50,41.0,Delivered,3.0,1280,Farmhouse Veg Pizza
OD11631,CUST3286,REST_07,2026-05-11 21:28:39,29.0,Delivered,2.0,200,Fresh Fruit Bowl
OD11632,CUST2547,REST_06,2026-05-12 19:18:01,68.0,Delivered,1.0,230,Chicken Nuggets (9 pcs)
OD11633,CUST2885,REST_04,2026-05-12 18:13:55,37.0,Delivered,4.0,340,Chicken Fried Rice & Manchurian
OD11634,CUST2329,REST_10,2026-05-09 22:49:47,46.0,Delivered,3.0,310,Paneer Tikka
OD11635,CUST3356,REST_05,2026-05-06 09:54:47,29.0,Delivered,4.0,1110,Chicken Alfredo Pasta
OD11636,CUST2507,REST_10,2026-05-26 12:18:50,43.0,Delivered,2.0,200,Tandoori Roti Combo
OD11637,CUST3295,REST_10,2026-05-12 13:59:59,34.0,Delivered,5.0,350,Malai Kofta & Lachha Paratha
OD11638,CUST2340,REST_02,2026-04-29 19:18:57,52.0,Delivered,2.0,160,Filter Coffee & Upma
OD11639,CUST3432,REST_01,2026-05-22 17:01:47,33.0,Delivered,5.0,340,Kadhai Paneer with Roti
OD11640,CUST2495,REST_04,2026-05-17 14:59:47,,Cancelled,,490,Veg Hakka Noodles
OD11641,CUST2788,REST_03,2026-05-11 17:38:47,24.0,Delivered,5.0,360,Chicken Dum Biryani
OD11642,CUST2642,REST_07,2026-05-24 21:08:43,67.0,Delivered,1.0,340,Quinoa Avocado Salad
OD11643,CUST2897,REST_07,2026-05-16 20:06:30,38.0,Delivered,5.0,230,Fresh Fruit Bowl
OD11644,CUST2247,REST_05,2026-05-21 21:04:29,45.0,Delivered,4.0,340,Veg Arrabiata Penne Pasta
OD11645,CUST2108,REST_02,2026-05-09 12:36:37,61.0,Delivered,1.0,160,Filter Coffee & Upma
OD11646,CUST2375,REST_08,2026-05-06 19:01:13,44.0,Delivered,2.0,220,Sizzling Brownie
OD11647,CUST2556,REST_05,2026-05-02 19:34:14,43.0,Delivered,1.0,670,Veg Arrabiata Penne Pasta
OD11648,CUST2775,REST_02,2026-05-03 12:05:07,49.0,Delivered,3.0,190,Rava Kesari & Dosa Combo
OD11649,CUST2275,REST_01,2026-05-11 18:27:27,19.0,Delivered,5.0,320,Dal Makhani with Jeera Rice
OD11650,CUST3029,REST_01,2026-04-29 13:37:05,,Cancelled,,400,Butter Chicken & Naan
OD11651,CUST2513,REST_04,2026-04-30 22:00:31,38.0,Delivered,4.0,330,Chilli Chicken Gravy
OD11652,CUST3075,REST_06,2026-05-23 07:41:35,42.0,Delivered,2.0,230,Chicken Nuggets (9 pcs)
OD11653,CUST3478,REST_02,2026-05-03 05:02:03,31.0,Delivered,4.0,330,Rava Kesari & Dosa Combo
OD11654,CUST3326,REST_06,2026-05-20 09:18:50,22.0,Delivered,5.0,270,Classic Cheese Burger & Fries
OD11655,CUST2155,REST_05,2026-05-24 15:57:15,39.0,Delivered,3.0,340,Veg Arrabiata Penne Pasta
OD11656,CUST2077,REST_01,2026-05-02 07:24:08,33.0,Delivered,5.0,310,Dal Makhani with Jeera Rice
OD11657,CUST2525,REST_09,2026-05-17 12:11:33,49.0,Delivered,2.0,190,Hot Chocolate
OD11658,CUST2844,REST_05,2026-05-09 13:51:19,40.0,Delivered,4.0,350,Veg Arrabiata Penne Pasta
OD11659,CUST2396,REST_05,2026-05-21 17:42:30,35.0,Delivered,4.0,400,Chicken Alfredo Pasta
OD11660,CUST2364,REST_10,2026-05-21 09:44:11,28.0,Delivered,4.0,400,Tandoori Roti Combo
OD11661,CUST2548,REST_08,2026-05-24 19:03:39,44.0,Delivered,1.0,580,Sizzling Brownie
OD11662,CUST2511,REST_07,2026-05-11 20:17:59,49.0,Delivered,3.0,210,Fresh Fruit Bowl
OD11663,CUST3189,REST_07,2026-05-01 13:56:58,47.0,Delivered,3.0,360,Quinoa Avocado Salad
OD11664,CUST3313,REST_08,2026-05-03 22:18:26,65.0,Delivered,2.0,570,Sizzling Brownie
OD11665,CUST2806,REST_09,2026-05-04 19:48:56,41.0,Delivered,2.0,210,Iced Latte
OD11666,CUST2171,REST_02,2026-04-29 06:01:31,23.0,Delivered,5.0,290,Onion Uttapam
OD11667,CUST2009,REST_02,2026-05-14 21:01:35,44.0,Delivered,4.0,200,Rava Kesari & Dosa Combo
OD11668,CUST2585,REST_07,2026-05-11 15:20:41,24.0,Delivered,4.0,360,Quinoa Avocado Salad
OD11669,CUST2796,REST_05,2026-05-03 19:29:08,40.0,Delivered,4.0,340,Veg Arrabiata Penne Pasta
OD11670,CUST2225,REST_03,2026-05-15 17:39:26,24.0,Delivered,5.0,310,Egg Biryani
OD11671,CUST2674,REST_04,2026-04-30 12:50:49,,Cancelled,,180,Veg Spring Rolls (6 pcs)
OD11672,CUST3472,REST_04,2026-04-29 12:14:17,38.0,Delivered,4.0,180,Veg Spring Rolls (6 pcs)
OD11673,CUST3405,REST_05,2026-05-15 19:44:16,40.0,Delivered,5.0,190,Garlic Bread with Cheese
OD11674,CUST2515,REST_09,2026-05-15 20:37:42,,Cancelled,,230,Club Sandwich
OD11675,CUST2098,REST_05,2026-05-14 21:26:54,70.0,Delivered,1.0,740,Chicken Alfredo Pasta
OD11676,CUST3272,REST_10,2026-05-24 20:16:32,83.0,Delivered,1.0,340,Chicken Seekh Kebab
OD11677,CUST2153,REST_07,2026-05-26 19:13:58,43.0,Delivered,4.0,260,Caesar Salad
OD11678,CUST2177,REST_08,2026-04-30 19:19:59,38.0,Delivered,5.0,170,Chocolate Lava Cake
OD11679,CUST3138,REST_02,2026-05-11 21:19:20,46.0,Delivered,2.0,180,Rava Kesari & Dosa Combo
OD11680,CUST2976,REST_09,2026-05-03 19:15:35,56.0,Delivered,2.0,210,Hot Chocolate
OD11681,CUST2251,REST_10,2026-05-06 21:04:45,49.0,Delivered,3.0,360,Malai Kofta & Lachha Paratha
OD11682,CUST2888,REST_03,2026-05-07 12:20:11,28.0,Delivered,4.0,300,Egg Biryani
OD11683,CUST2997,REST_02,2026-05-26 21:27:24,42.0,Delivered,4.0,170,Onion Uttapam
OD11684,CUST2218,REST_10,2026-05-26 15:23:23,45.0,Delivered,3.0,370,Malai Kofta & Lachha Paratha
OD11685,CUST2177,REST_08,2026-05-08 15:01:16,28.0,Delivered,5.0,180,Red Velvet Pastry
OD11686,CUST2563,REST_02,2026-05-10 21:16:02,43.0,Delivered,2.0,150,Idli Vada Combo
OD11687,CUST2838,REST_09,2026-05-22 20:31:08,,Cancelled,,190,Classic Cold Coffee
OD11688,CUST2835,REST_03,2026-05-24 20:10:08,58.0,Delivered,2.0,470,Mutton Biryani
OD11689,CUST3098,REST_05,2026-05-08 23:37:38,20.0,Delivered,5.0,450,Farmhouse Veg Pizza
OD11690,CUST2549,REST_08,2026-05-22 10:07:59,46.0,Delivered,1.0,290,Kulfi Falooda
OD11691,CUST2398,REST_06,2026-05-13 19:59:52,32.0,Delivered,3.0,410,Chicken Nuggets (9 pcs)
OD11692,CUST3003,REST_09,2026-04-27 11:34:01,20.0,Delivered,5.0,260,Club Sandwich
OD11693,CUST2675,REST_04,2026-05-01 20:32:48,49.0,Delivered,2.0,270,Schezwan Noodles
OD11694,CUST3288,REST_03,2026-05-18 19:39:14,35.0,Delivered,3.0,380,Chicken Tikka Biryani
OD11695,CUST3455,REST_01,2026-04-30 12:42:39,32.0,Delivered,5.0,340,Paneer Butter Masala Meal
OD11696,CUST3132,REST_06,2026-05-06 20:01:34,38.0,Delivered,4.0,400,Spicy Paneer Wrap
OD11697,CUST3161,REST_01,2026-05-22 19:00:24,45.0,Delivered,3.0,310,Dal Makhani with Jeera Rice
OD11698,CUST2560,REST_06,2026-05-01 17:05:59,40.0,Delivered,3.0,400,Chicken Nuggets (9 pcs)
OD11699,CUST2287,REST_06,2026-05-20 15:39:10,21.0,Delivered,4.0,250,Crispy Chicken Burger
OD11700,CUST2370,REST_06,2026-05-01 21:11:13,32.0,Delivered,4.0,270,Classic Cheese Burger & Fries
OD11701,CUST2227,REST_06,2026-05-07 19:20:29,31.0,Delivered,4.0,230,Spicy Paneer Wrap
