order_id,customer_id,restaurant_name,food_item,category,order_time,delivery_time,delivery_area,order_status,rating,review,order_value,delivery_partner,order_date,order_hour,order_day,order_day_name,order_day_of_week,is_weekend,peak_hour_label,delivery_delay,clean_review,clean_review_no_stop,sentiment_polarity,sentiment_subjectivity,sentiment_category
OD10762,CUST3420,Wok & Roll,Chilli Chicken Gravy,Chinese & Asian,2026-05-08 19:04:58,63.0,Marathahalli,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",330,DP_184,2026-05-08,19,Friday,Friday,4,1,Dinner Peak,33.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD10763,CUST2257,Cafe Daybreak,Iced Latte,Continental & Beverages,2026-05-18 11:16:50,19.0,Jayanagar,Delivered,5.0,"Delivered way before time, packaging was excellent!",210,DP_144,2026-05-18,11,Monday,Monday,0,0,Off-Peak,0.0,delivered way before time packaging was excellent,way time packaging excellent,1.0,1.0,Positive
OD10764,CUST2304,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-25 17:10:07,31.0,Btm Layout,Delivered,3.0,The food was decent but arrived a bit cold.,210,DP_134,2026-05-25,17,Monday,Monday,0,0,Off-Peak,1.0,the food was decent but arrived a bit cold,decent arrived bit cold,-0.21666666666666667,0.8333333333333333,Negative
OD10765,CUST2207,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-04-29 11:55:33,23.0,Btm Layout,Delivered,5.0,Outstanding quality! Will definitely order again.,680,DP_155,2026-04-29,11,Wednesday,Wednesday,2,0,Off-Peak,0.0,outstanding quality will definitely order again,outstanding quality definitely,0.25,0.6875,Positive
OD10766,CUST3459,Bella Italia,Margherita Pizza 10-inch,Italian,2026-05-16 10:46:02,44.0,Koramangala,Delivered,2.0,The item delivered was incorrect and lukewarm.,420,DP_195,2026-05-16,10,Saturday,Saturday,5,1,Off-Peak,14.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD10767,CUST2893,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-15 21:59:32,48.0,Koramangala,Delivered,3.0,Portion size was small for the price.,450,DP_120,2026-05-15,21,Friday,Friday,4,1,Dinner Peak,18.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD10768,CUST2899,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-04-30 13:31:21,37.0,Indiranagar,Delivered,4.0,"Tasty food, but could be a bit warmer.",400,DP_173,2026-04-30,13,Thursday,Thursday,3,0,Lunch Peak,7.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD10769,CUST2294,Spice Symphony,Paneer Butter Masala Meal,North Indian,2026-05-16 13:22:18,43.0,Hsr Layout,Delivered,1.0,Unprofessional delivery partner. Very bad experience.,360,DP_116,2026-05-16,13,Saturday,Saturday,5,1,Lunch Peak,13.0,unprofessional delivery partner very bad experience,unprofessional bad experience,-0.6999999999999998,0.6666666666666666,Negative
OD10770,CUST2532,Tandoori Nights,Chicken Seekh Kebab,North Indian,2026-05-03 19:32:48,44.0,Hsr Layout,Delivered,2.0,Food was cold when it arrived.,660,DP_104,2026-05-03,19,Sunday,Sunday,6,1,Dinner Peak,14.0,food was cold when it arrived,cold arrived,-0.6,1.0,Negative
OD10771,CUST2757,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-13 11:29:18,39.0,Koramangala,Delivered,5.0,Best meal ever. Highly recommended!,510,DP_192,2026-05-13,11,Wednesday,Wednesday,2,0,Off-Peak,9.0,best meal ever highly recommended,best meal ever highly recommended,0.58,0.42000000000000004,Positive
OD10772,CUST3011,Bella Italia,Margherita Pizza 10-inch,Italian,2026-04-30 22:51:05,46.0,Whitefield,Delivered,3.0,Packaging could have been better. Average taste.,800,DP_194,2026-04-30,22,Thursday,Thursday,3,0,Dinner Peak,16.0,packaging could have been better average taste,packaging could better average taste,0.175,0.44999999999999996,Positive
OD10773,CUST3292,Cafe Daybreak,Club Sandwich,Continental & Beverages,2026-04-28 16:59:45,36.0,Marathahalli,Delivered,3.0,The food was decent but arrived a bit cold.,250,DP_125,2026-04-28,16,Tuesday,Tuesday,1,0,Off-Peak,6.0,the food was decent but arrived a bit cold,decent arrived bit cold,-0.21666666666666667,0.8333333333333333,Negative
OD10774,CUST2073,Spice Symphony,Paneer Butter Masala Meal,North Indian,2026-05-04 20:16:30,49.0,Hsr Layout,Delivered,3.0,"Food was okay, but delivery took some time.",370,DP_163,2026-05-04,20,Monday,Monday,0,0,Dinner Peak,19.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD10775,CUST3301,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-04-29 18:39:13,22.0,Hsr Layout,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",250,DP_105,2026-04-29,18,Wednesday,Wednesday,2,0,Off-Peak,0.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10776,CUST3196,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-23 13:18:42,49.0,Malleshwaram,Delivered,3.0,"Food was okay, but delivery took some time.",260,DP_163,2026-05-23,13,Saturday,Saturday,5,1,Lunch Peak,19.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD10777,CUST2231,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-10 11:29:20,44.0,Koramangala,Delivered,2.0,"Not worth the price, portion was very small.",1300,DP_145,2026-05-10,11,Sunday,Sunday,6,1,Off-Peak,14.0,not worth the price portion was very small,worth price portion small,0.024999999999999994,0.25,Neutral
OD10778,CUST3002,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-13 12:54:50,41.0,Btm Layout,Delivered,3.0,Packaging could have been better. Average taste.,200,DP_108,2026-05-13,12,Wednesday,Wednesday,2,0,Lunch Peak,11.0,packaging could have been better average taste,packaging could better average taste,0.175,0.44999999999999996,Positive
OD10779,CUST2906,The Salad Bowl,Greek Salad,Healthy & Salads,2026-05-20 12:40:52,36.0,Indiranagar,Delivered,3.0,Prompt delivery but taste was average.,250,DP_140,2026-05-20,12,Wednesday,Wednesday,2,0,Lunch Peak,6.0,prompt delivery but taste was average,prompt taste average,-0.15,0.39999999999999997,Negative
OD10780,CUST2423,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-04-27 22:01:51,62.0,Btm Layout,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",140,DP_112,2026-04-27,22,Monday,Monday,0,0,Dinner Peak,32.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD10781,CUST2130,Spice Symphony,Kadhai Paneer with Roti,North Indian,2026-05-23 19:55:45,,Whitefield,Cancelled,,Delivery partner could not be assigned due to heavy rain,340,DP_138,2026-05-23,19,Saturday,Saturday,5,1,Dinner Peak,,delivery partner could not be assigned due to heavy rain,could assigned due heavy rain,-0.1625,0.4375,Negative
OD10782,CUST2766,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-04-28 21:48:33,44.0,Koramangala,Delivered,3.0,Average food. Nothing special.,220,DP_165,2026-04-28,21,Tuesday,Tuesday,1,0,Dinner Peak,14.0,average food nothing special,average nothing special,0.10357142857142858,0.48571428571428565,Positive
OD10783,CUST2472,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-09 20:08:52,36.0,Jayanagar,Delivered,4.0,Decent portion size and good taste. Recommended.,240,DP_111,2026-05-09,20,Saturday,Saturday,5,1,Dinner Peak,6.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD10784,CUST3239,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-16 21:50:20,51.0,Btm Layout,Delivered,3.0,Portion size was small for the price.,380,DP_166,2026-05-16,21,Saturday,Saturday,5,1,Dinner Peak,21.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD10785,CUST3344,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-10 19:30:18,74.0,Whitefield,Delivered,1.0,Awful experience! Delayed by over an hour and no response.,230,DP_149,2026-05-10,19,Sunday,Sunday,6,1,Dinner Peak,44.0,awful experience delayed by over an hour and no response,awful experience delayed hour response,-1.0,1.0,Negative
OD10786,CUST2222,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-04 17:30:36,20.0,Koramangala,Delivered,4.0,Good taste and neat packaging.,170,DP_183,2026-05-04,17,Monday,Monday,0,0,Off-Peak,0.0,good taste and neat packaging,good taste neat packaging,0.7,0.6000000000000001,Positive
OD10787,CUST2196,Cafe Daybreak,Iced Latte,Continental & Beverages,2026-04-29 11:39:53,31.0,Malleshwaram,Delivered,4.0,Good taste and neat packaging.,210,DP_167,2026-04-29,11,Wednesday,Wednesday,2,0,Off-Peak,1.0,good taste and neat packaging,good taste neat packaging,0.7,0.6000000000000001,Positive
OD10788,CUST3011,Bella Italia,Farmhouse Veg Pizza,Italian,2026-04-28 14:36:38,40.0,Btm Layout,Delivered,4.0,Decent portion size and good taste. Recommended.,460,DP_101,2026-04-28,14,Tuesday,Tuesday,1,0,Lunch Peak,10.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD10789,CUST3024,Burger Bistro,Crispy Chicken Burger,Fast Food,2026-05-24 20:46:05,52.0,Koramangala,Delivered,4.0,Decent portion size and good taste. Recommended.,260,DP_155,2026-05-24,20,Sunday,Sunday,6,1,Dinner Peak,22.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD10790,CUST2249,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-05-10 18:40:51,35.0,Malleshwaram,Delivered,5.0,Best meal ever. Highly recommended!,470,DP_118,2026-05-10,18,Sunday,Sunday,6,1,Off-Peak,5.0,best meal ever highly recommended,best meal ever highly recommended,0.58,0.42000000000000004,Positive
OD10791,CUST2603,Bella Italia,Garlic Bread with Cheese,Italian,2026-05-02 11:33:43,47.0,Whitefield,Delivered,3.0,Packaging could have been better. Average taste.,190,DP_179,2026-05-02,11,Saturday,Saturday,5,1,Off-Peak,17.0,packaging could have been better average taste,packaging could better average taste,0.175,0.44999999999999996,Positive
OD10792,CUST2432,Burger Bistro,Crispy Chicken Burger,Fast Food,2026-05-10 12:30:04,43.0,Indiranagar,Delivered,2.0,Delivery took almost an hour. Unhappy.,260,DP_140,2026-05-10,12,Sunday,Sunday,6,1,Lunch Peak,13.0,delivery took almost an hour unhappy,took almost hour unhappy,-0.6,0.9,Negative
OD10793,CUST2194,Spice Symphony,Kadhai Paneer with Roti,North Indian,2026-05-17 19:14:22,44.0,Indiranagar,Delivered,3.0,Prompt delivery but taste was average.,340,DP_125,2026-05-17,19,Sunday,Sunday,6,1,Dinner Peak,14.0,prompt delivery but taste was average,prompt taste average,-0.15,0.39999999999999997,Negative
OD10794,CUST2826,Bella Italia,Garlic Bread with Cheese,Italian,2026-05-01 10:13:17,29.0,Hsr Layout,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",180,DP_134,2026-05-01,10,Friday,Friday,4,1,Off-Peak,0.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD10795,CUST2785,Burger Bistro,Loaded Nachos,Fast Food,2026-05-20 21:42:58,,Malleshwaram,Cancelled,,Delivery partner could not be assigned due to heavy rain,260,DP_127,2026-05-20,21,Wednesday,Wednesday,2,0,Dinner Peak,,delivery partner could not be assigned due to heavy rain,could assigned due heavy rain,-0.1625,0.4375,Negative
OD10796,CUST2006,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-12 21:20:04,42.0,Indiranagar,Delivered,3.0,Portion size was small for the price.,320,DP_118,2026-05-12,21,Tuesday,Tuesday,1,0,Dinner Peak,12.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD10797,CUST3025,The Golden Dosa,Idli Vada Combo,South Indian,2026-05-19 18:19:53,33.0,Marathahalli,Delivered,3.0,"Food was okay, but delivery took some time.",150,DP_168,2026-05-19,18,Tuesday,Tuesday,1,0,Off-Peak,3.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD10798,CUST3298,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-22 13:07:35,43.0,Btm Layout,Delivered,1.0,Awful experience! Delayed by over an hour and no response.,770,DP_184,2026-05-22,13,Friday,Friday,4,1,Lunch Peak,13.0,awful experience delayed by over an hour and no response,awful experience delayed hour response,-1.0,1.0,Negative
OD10799,CUST2709,The Salad Bowl,Quinoa Avocado Salad,Healthy & Salads,2026-05-02 22:00:12,41.0,Malleshwaram,Delivered,3.0,Portion size was small for the price.,350,DP_147,2026-05-02,22,Saturday,Saturday,5,1,Dinner Peak,11.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD10800,CUST2520,Cafe Daybreak,Club Sandwich,Continental & Beverages,2026-05-17 18:02:44,45.0,Jayanagar,Delivered,2.0,The item delivered was incorrect and lukewarm.,230,DP_136,2026-05-17,18,Sunday,Sunday,6,1,Off-Peak,15.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD10801,CUST2965,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-17 20:51:06,46.0,Indiranagar,Delivered,3.0,"Food was okay, but delivery took some time.",230,DP_148,2026-05-17,20,Sunday,Sunday,6,1,Dinner Peak,16.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD10802,CUST2170,The Salad Bowl,Caesar Salad,Healthy & Salads,2026-05-24 19:54:12,68.0,Indiranagar,Delivered,2.0,Taste was disappointing. Packaging was leaked.,260,DP_143,2026-05-24,19,Sunday,Sunday,6,1,Dinner Peak,38.0,taste was disappointing packaging was leaked,taste disappointing packaging leaked,-0.6,0.7,Negative
OD10803,CUST3479,Burger Bistro,Loaded Nachos,Fast Food,2026-05-18 20:04:12,33.0,Hsr Layout,Delivered,5.0,"Delivered way before time, packaging was excellent!",270,DP_194,2026-05-18,20,Monday,Monday,0,0,Dinner Peak,3.0,delivered way before time packaging was excellent,way time packaging excellent,1.0,1.0,Positive
OD10804,CUST2407,Cafe Daybreak,Paneer Tikka Sandwich,Continental & Beverages,2026-05-14 14:21:29,34.0,Koramangala,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",210,DP_173,2026-05-14,14,Thursday,Thursday,3,0,Lunch Peak,4.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10805,CUST2177,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-22 01:40:23,32.0,Malleshwaram,Delivered,4.0,"Tasty food, but could be a bit warmer.",300,DP_111,2026-05-22,1,Friday,Friday,4,1,Off-Peak,2.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD10806,CUST2272,Bella Italia,Margherita Pizza 10-inch,Italian,2026-05-01 19:26:14,54.0,Whitefield,Delivered,3.0,Average food. Nothing special.,420,DP_135,2026-05-01,19,Friday,Friday,4,1,Dinner Peak,24.0,average food nothing special,average nothing special,0.10357142857142858,0.48571428571428565,Positive
OD10807,CUST3004,Burger Bistro,Loaded Nachos,Fast Food,2026-05-18 21:02:53,50.0,Btm Layout,Delivered,2.0,Delivery took almost an hour. Unhappy.,270,DP_120,2026-05-18,21,Monday,Monday,0,0,Dinner Peak,20.0,delivery took almost an hour unhappy,took almost hour unhappy,-0.6,0.9,Negative
OD10808,CUST3324,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-21 12:13:29,24.0,Jayanagar,Delivered,5.0,"Extremely satisfied, delivered hot and fresh!",400,DP_105,2026-05-21,12,Thursday,Thursday,3,0,Lunch Peak,0.0,extremely satisfied delivered hot and fresh,extremely satisfied hot fresh,0.35000000000000003,0.7833333333333333,Positive
OD10809,CUST2763,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-04-30 19:55:57,40.0,Indiranagar,Delivered,4.0,Good taste and neat packaging.,200,DP_121,2026-04-30,19,Thursday,Thursday,3,0,Dinner Peak,10.0,good taste and neat packaging,good taste neat packaging,0.7,0.6000000000000001,Positive
OD10810,CUST2384,Burger Bistro,Spicy Paneer Wrap,Fast Food,2026-05-11 21:29:37,51.0,Btm Layout,Delivered,3.0,Portion size was small for the price.,210,DP_194,2026-05-11,21,Monday,Monday,0,0,Dinner Peak,21.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD10811,CUST3231,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-26 21:48:59,51.0,Koramangala,Delivered,3.0,Average food. Nothing special.,230,DP_154,2026-05-26,21,Tuesday,Tuesday,1,0,Dinner Peak,21.0,average food nothing special,average nothing special,0.10357142857142858,0.48571428571428565,Positive
OD10812,CUST2336,Cafe Daybreak,Iced Latte,Continental & Beverages,2026-05-15 20:08:42,,Marathahalli,Cancelled,,Restaurant could not prepare food in time,350,DP_107,2026-05-15,20,Friday,Friday,4,1,Dinner Peak,,restaurant could not prepare food in time,could prepare time,0.0,0.0,Neutral
OD10813,CUST2634,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-18 12:56:11,24.0,Jayanagar,Delivered,5.0,"Amazing food, super fast delivery!",310,DP_140,2026-05-18,12,Monday,Monday,0,0,Lunch Peak,0.0,amazing food super fast delivery,amazing super fast,0.37777777777777777,0.7222222222222222,Positive
OD10814,CUST3484,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-02 14:30:35,54.0,Btm Layout,Delivered,2.0,Food was cold when it arrived.,330,DP_190,2026-05-02,14,Saturday,Saturday,5,1,Lunch Peak,24.0,food was cold when it arrived,cold arrived,-0.6,1.0,Negative
OD10815,CUST2794,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-07 21:52:43,47.0,Btm Layout,Delivered,3.0,The food was decent but arrived a bit cold.,310,DP_177,2026-05-07,21,Thursday,Thursday,3,0,Dinner Peak,17.0,the food was decent but arrived a bit cold,decent arrived bit cold,-0.21666666666666667,0.8333333333333333,Negative
OD10816,CUST3202,Spice Symphony,Paneer Butter Masala Meal,North Indian,2026-05-08 14:32:52,42.0,Indiranagar,Delivered,4.0,"Tasty food, but could be a bit warmer.",670,DP_179,2026-05-08,14,Friday,Friday,4,1,Lunch Peak,12.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD10817,CUST2091,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-02 16:18:19,43.0,Btm Layout,Delivered,1.0,Missing items in my order and food was cold. Avoid this place!,270,DP_187,2026-05-02,16,Saturday,Saturday,5,1,Off-Peak,13.0,missing items in my order and food was cold avoid this place,missing items cold avoid place,-0.4,0.525,Negative
OD10818,CUST2368,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-04-29 14:46:06,34.0,Btm Layout,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",280,DP_102,2026-04-29,14,Wednesday,Wednesday,2,0,Lunch Peak,4.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD10819,CUST2932,Spice Symphony,Tandoori Chicken Half,North Indian,2026-04-28 13:16:47,46.0,Koramangala,Delivered,2.0,The item delivered was incorrect and lukewarm.,430,DP_178,2026-04-28,13,Tuesday,Tuesday,1,0,Lunch Peak,16.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD10820,CUST2687,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-14 20:55:43,,Koramangala,Cancelled,,Restaurant could not prepare food in time,200,DP_120,2026-05-14,20,Thursday,Thursday,3,0,Dinner Peak,,restaurant could not prepare food in time,could prepare time,0.0,0.0,Neutral
OD10821,CUST2691,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-11 13:07:55,38.0,Malleshwaram,Delivered,4.0,Overall great experience. Prompt service.,380,DP_159,2026-05-11,13,Monday,Monday,0,0,Lunch Peak,8.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD10822,CUST2872,Burger Bistro,Spicy Paneer Wrap,Fast Food,2026-05-02 13:26:01,31.0,Malleshwaram,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",200,DP_142,2026-05-02,13,Saturday,Saturday,5,1,Lunch Peak,1.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10823,CUST2812,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-01 19:27:57,56.0,Jayanagar,Delivered,1.0,Awful experience! Delayed by over an hour and no response.,310,DP_145,2026-05-01,19,Friday,Friday,4,1,Dinner Peak,26.0,awful experience delayed by over an hour and no response,awful experience delayed hour response,-1.0,1.0,Negative
OD10824,CUST3073,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-01 19:46:40,59.0,Koramangala,Delivered,1.0,Missing items in my order and food was cold. Avoid this place!,220,DP_149,2026-05-01,19,Friday,Friday,4,1,Dinner Peak,29.0,missing items in my order and food was cold avoid this place,missing items cold avoid place,-0.4,0.525,Negative
OD10825,CUST2821,Spice Symphony,Paneer Butter Masala Meal,North Indian,2026-05-20 21:53:58,48.0,Btm Layout,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",1000,DP_115,2026-05-20,21,Wednesday,Wednesday,2,0,Dinner Peak,18.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD10826,CUST3053,Cafe Daybreak,Iced Latte,Continental & Beverages,2026-05-12 12:59:27,34.0,Jayanagar,Delivered,4.0,Decent portion size and good taste. Recommended.,180,DP_196,2026-05-12,12,Tuesday,Tuesday,1,0,Lunch Peak,4.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD10827,CUST2817,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-22 16:08:17,30.0,Jayanagar,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",330,DP_160,2026-05-22,16,Friday,Friday,4,1,Off-Peak,0.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10828,CUST2665,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-17 19:34:24,40.0,Malleshwaram,Delivered,3.0,"Food was okay, but delivery took some time.",270,DP_172,2026-05-17,19,Sunday,Sunday,6,1,Dinner Peak,10.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD10829,CUST2947,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-05 15:42:54,24.0,Koramangala,Delivered,5.0,Outstanding quality! Will definitely order again.,180,DP_181,2026-05-05,15,Tuesday,Tuesday,1,0,Off-Peak,0.0,outstanding quality will definitely order again,outstanding quality definitely,0.25,0.6875,Positive
OD10830,CUST3085,Burger Bistro,Spicy Paneer Wrap,Fast Food,2026-05-11 06:39:37,21.0,Hsr Layout,Delivered,5.0,"Amazing food, super fast delivery!",220,DP_180,2026-05-11,6,Monday,Monday,0,0,Off-Peak,0.0,amazing food super fast delivery,amazing super fast,0.37777777777777777,0.7222222222222222,Positive
OD10831,CUST2582,Cafe Daybreak,Paneer Tikka Sandwich,Continental & Beverages,2026-05-01 14:54:07,36.0,Koramangala,Delivered,5.0,Outstanding quality! Will definitely order again.,620,DP_151,2026-05-01,14,Friday,Friday,4,1,Lunch Peak,6.0,outstanding quality will definitely order again,outstanding quality definitely,0.25,0.6875,Positive
OD10832,CUST2822,Cafe Daybreak,Paneer Tikka Sandwich,Continental & Beverages,2026-05-16 13:49:23,51.0,Koramangala,Delivered,3.0,Packaging could have been better. Average taste.,220,DP_186,2026-05-16,13,Saturday,Saturday,5,1,Lunch Peak,21.0,packaging could have been better average taste,packaging could better average taste,0.175,0.44999999999999996,Positive
OD10833,CUST2587,Sweet Retreat,Red Velvet Pastry,Desserts,2026-04-27 19:21:48,49.0,Malleshwaram,Delivered,3.0,The food was decent but arrived a bit cold.,330,DP_184,2026-04-27,19,Monday,Monday,0,0,Dinner Peak,19.0,the food was decent but arrived a bit cold,decent arrived bit cold,-0.21666666666666667,0.8333333333333333,Negative
OD10834,CUST2857,The Salad Bowl,Greek Salad,Healthy & Salads,2026-05-01 19:32:05,54.0,Btm Layout,Delivered,2.0,The item delivered was incorrect and lukewarm.,250,DP_103,2026-05-01,19,Friday,Friday,4,1,Dinner Peak,24.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD10835,CUST2187,Burger Bistro,Classic Cheese Burger & Fries,Fast Food,2026-05-24 12:58:10,42.0,Malleshwaram,Delivered,2.0,"Too spicy, couldn't eat it. Disappointed.",290,DP_148,2026-05-24,12,Sunday,Sunday,6,1,Lunch Peak,12.0,too spicy couldnt eat it disappointed,spicy couldnt eat disappointed,-0.75,0.75,Negative
OD10836,CUST2661,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-11 17:43:38,27.0,Malleshwaram,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",300,DP_131,2026-05-11,17,Monday,Monday,0,0,Off-Peak,0.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD10837,CUST2228,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-20 22:00:47,48.0,Indiranagar,Delivered,1.0,Missing items in my order and food was cold. Avoid this place!,690,DP_188,2026-05-20,22,Wednesday,Wednesday,2,0,Dinner Peak,18.0,missing items in my order and food was cold avoid this place,missing items cold avoid place,-0.4,0.525,Negative
OD10838,CUST2145,The Salad Bowl,High-Protein Chicken Salad,Healthy & Salads,2026-05-16 19:34:45,46.0,Indiranagar,Delivered,2.0,The item delivered was incorrect and lukewarm.,600,DP_157,2026-05-16,19,Saturday,Saturday,5,1,Dinner Peak,16.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD10839,CUST2082,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-04-30 10:54:16,18.0,Koramangala,Delivered,5.0,Outstanding quality! Will definitely order again.,240,DP_193,2026-04-30,10,Thursday,Thursday,3,0,Off-Peak,0.0,outstanding quality will definitely order again,outstanding quality definitely,0.25,0.6875,Positive
OD10840,CUST2498,Sweet Retreat,Red Velvet Pastry,Desserts,2026-04-29 17:45:31,26.0,Whitefield,Delivered,4.0,Overall great experience. Prompt service.,190,DP_197,2026-04-29,17,Wednesday,Wednesday,2,0,Off-Peak,0.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD10841,CUST2923,Bella Italia,Garlic Bread with Cheese,Italian,2026-05-01 18:01:14,35.0,Marathahalli,Delivered,4.0,Decent portion size and good taste. Recommended.,170,DP_173,2026-05-01,18,Friday,Friday,4,1,Off-Peak,5.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD10842,CUST3299,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-22 20:09:38,44.0,Jayanagar,Delivered,3.0,Portion size was small for the price.,460,DP_150,2026-05-22,20,Friday,Friday,4,1,Dinner Peak,14.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD10843,CUST2304,Tandoori Nights,Chicken Seekh Kebab,North Indian,2026-05-25 12:22:41,43.0,Hsr Layout,Delivered,3.0,Packaging could have been better. Average taste.,360,DP_176,2026-05-25,12,Monday,Monday,0,0,Lunch Peak,13.0,packaging could have been better average taste,packaging could better average taste,0.175,0.44999999999999996,Positive
