order_id,customer_id,restaurant_name,food_item,category,order_time,delivery_time,delivery_area,order_status,rating,review,order_value,delivery_partner
OD10358,CUST2379,Spice Symphony,Kadhai Paneer with Roti,North Indian,2026-05-04 20:22:05,44,Malleshwaram,Delivered,2,"Too spicy, couldn't eat it. Disappointed.",340,DP_118
OD10359,CUST2794,Sweet Retreat,Sizzling Brownie,Desserts,2026-05-10 20:00:59,48,Jayanagar,Delivered,4,Satisfied with the delivery speed and quality.,210,DP_153
OD10360,CUST3264,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-21 07:47:52,23,BTM Layout,Delivered,4,Decent portion size and good taste. Recommended.,230,DP_193
OD10361,CUST3217,Cafe Daybreak,Classic Cold Coffee,Continental & Beverages,2026-05-11 17:56:02,32,Whitefield,Delivered,4,Decent portion size and good taste. Recommended.,170,DP_167
OD10362,CUST2794,Cafe Daybreak,Club Sandwich,Continental & Beverages,2026-05-06 20:18:29,52,HSR Layout,Delivered,2,"Too spicy, couldn't eat it. Disappointed.",260,DP_155
OD10363,CUST2950,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-15 22:44:34,50,HSR Layout,Delivered,3,The food was decent but arrived a bit cold.,160,DP_151
OD10364,CUST2414,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-04-30 09:45:28,36,Marathahalli,Delivered,4,Decent portion size and good taste. Recommended.,170,DP_111
OD10365,CUST3254,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-05-26 14:55:42,39,HSR Layout,Delivered,4,Satisfied with the delivery speed and quality.,280,DP_121
OD10366,CUST2631,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-01 22:00:39,48,Jayanagar,Delivered,4,Satisfied with the delivery speed and quality.,450,DP_102
OD10367,CUST2488,Wok & Roll,Veg Spring Rolls (6 pcs),Chinese & Asian,2026-04-29 19:00:15,47,Jayanagar,Delivered,3,"Food was okay, but delivery took some time.",210,DP_180
OD10368,CUST2304,Spice Symphony,Dal Makhani with Jeera Rice,North Indian,2026-05-23 19:21:58,42,Koramangala,Delivered,3,The food was decent but arrived a bit cold.,300,DP_107
OD10369,CUST3417,Tandoori Nights,Butter Chicken Combo Meal,North Indian,2026-05-20 19:59:02,,Koramangala,Cancelled,,Customer cancelled the order,390,DP_199
OD10370,CUST2662,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-04-29 13:08:07,35,Jayanagar,Delivered,4,Decent portion size and good taste. Recommended.,430,DP_143
OD10371,CUST2120,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-19 19:50:45,38,Jayanagar,Delivered,4,Decent portion size and good taste. Recommended.,130,DP_155
OD10372,CUST2725,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-05-02 21:14:45,29,Jayanagar,Delivered,4,"Tasty food, standard delivery. Satisfactory.",410,DP_125
OD10373,CUST2425,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-22 19:00:40,54,Whitefield,Delivered,2,Delivery took almost an hour. Unhappy.,220,DP_189
OD10374,CUST2013,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-05-03 14:21:59,40,Malleshwaram,Delivered,4,Decent portion size and good taste. Recommended.,170,DP_161
OD10375,CUST2687,Sweet Retreat,Sizzling Brownie,Desserts,2026-05-06 19:43:20,46,Indiranagar,Delivered,1,Unprofessional delivery partner. Very bad experience.,380,DP_127
OD10376,CUST2136,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-17 19:10:36,,BTM Layout,Cancelled,,Item out of stock at restaurant,600,DP_124
OD10377,CUST2240,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-05-12 21:23:28,37,Jayanagar,Delivered,4,Good taste and neat packaging.,350,DP_128
OD10378,CUST2414,The Golden Dosa,Onion Uttapam,South Indian,2026-05-01 12:59:30,37,Jayanagar,Delivered,3,The food was decent but arrived a bit cold.,180,DP_200
OD10379,CUST2272,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-26 07:54:38,35,Koramangala,Delivered,5,"Perfect taste, clean packaging, and polite delivery partner.",240,DP_143
OD10380,CUST2640,Spice Symphony,Kadhai Paneer with Roti,North Indian,2026-05-03 13:34:20,33,Malleshwaram,Delivered,5,"Delivered way before time, packaging was excellent!",340,DP_186
OD10381,CUST3147,Cafe Daybreak,Club Sandwich,Continental & Beverages,2026-05-05 11:45:51,17,Jayanagar,Delivered,5,"Extremely satisfied, delivered hot and fresh!",250,DP_174
OD10382,CUST3108,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-04-28 10:03:05,25,BTM Layout,Delivered,3,The food was decent but arrived a bit cold.,190,DP_151
OD10383,CUST3414,Sweet Retreat,Kulfi Falooda,Desserts,2026-05-19 20:51:34,50,Koramangala,Delivered,4,"Tasty food, standard delivery. Satisfactory.",170,DP_197
OD10384,CUST2960,The Golden Dosa,Onion Uttapam,South Indian,2026-05-04 11:57:39,19,Jayanagar,Delivered,4,Overall great experience. Prompt service.,180,DP_147
OD10385,CUST2666,Sweet Retreat,Sizzling Brownie,Desserts,2026-05-12 17:10:18,31,Marathahalli,Delivered,5,"Perfect taste, clean packaging, and polite delivery partner.",230,DP_178
OD10386,CUST2220,Burger Bistro,Loaded Nachos,Fast Food,2026-05-09 19:15:39,62,Whitefield,Delivered,1,Awful experience! Delayed by over an hour and no response.,260,DP_171
OD10387,CUST3211,The Salad Bowl,Greek Salad,Healthy & Salads,2026-05-04 12:42:04,39,Malleshwaram,Delivered,5,Best meal ever. Highly recommended!,270,DP_115
OD10388,CUST2361,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-16 20:24:20,41,Malleshwaram,Delivered,4,Decent portion size and good taste. Recommended.,440,DP_183
OD10389,CUST3303,Spice Symphony,Paneer Butter Masala Meal,North Indian,2026-05-09 19:28:12,74,Whitefield,Delivered,1,Awful experience! Delayed by over an hour and no response.,370,DP_188
OD10390,CUST2706,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-24 13:23:57,48,Indiranagar,Delivered,1,The food tasted stale and horrible! Threw it in the trash.,160,DP_101
OD10391,CUST2885,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-10 19:42:11,52,Malleshwaram,Delivered,3,Packaging could have been better. Average taste.,230,DP_118
OD10392,CUST2316,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-01 20:31:42,50,BTM Layout,Delivered,1,Awful experience! Delayed by over an hour and no response.,380,DP_118
OD10393,CUST3238,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-05-11 14:14:11,40,BTM Layout,Delivered,5,"Delivered way before time, packaging was excellent!",230,DP_178
OD10394,CUST2552,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-05-15 18:23:07,,Malleshwaram,Cancelled,,Restaurant could not prepare food in time,200,DP_189
OD10395,CUST2291,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-16 09:30:40,35,Koramangala,Delivered,3,Prompt delivery but taste was average.,190,DP_188
OD10396,CUST2023,Sweet Retreat,Sizzling Brownie,Desserts,2026-05-07 16:51:18,15,Jayanagar,Delivered,5,"Extremely satisfied, delivered hot and fresh!",230,DP_122
OD10397,CUST3489,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-15 07:18:51,26,Indiranagar,Delivered,5,"Extremely satisfied, delivered hot and fresh!",380,DP_137
OD10398,CUST2517,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-04-30 19:58:37,46,HSR Layout,Delivered,3,The food was decent but arrived a bit cold.,400,DP_185
OD10399,CUST2484,Sweet Retreat,Red Velvet Pastry,Desserts,2026-04-29 22:38:59,52,HSR Layout,Delivered,3,Packaging could have been better. Average taste.,170,DP_164
OD10400,CUST3487,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-05-05 20:07:03,42,HSR Layout,Delivered,2,Taste was disappointing. Packaging was leaked.,490,DP_160
OD10401,CUST2479,The Salad Bowl,Greek Salad,Healthy & Salads,2026-05-10 05:59:51,53,Malleshwaram,Delivered,2,Food was cold when it arrived.,260,DP_149
OD10402,CUST2200,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-17 21:21:17,47,Jayanagar,Delivered,2,"Too spicy, couldn't eat it. Disappointed.",560,DP_113
OD10403,CUST3377,Tandoori Nights,Paneer Tikka,North Indian,2026-04-27 20:53:04,36,Indiranagar,Delivered,4,"Tasty food, but could be a bit warmer.",310,DP_153
OD10404,CUST3486,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-04-28 22:42:57,60,Whitefield,Delivered,2,Taste was disappointing. Packaging was leaked.,330,DP_177
OD10405,CUST2267,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-05-19 12:18:29,42,Koramangala,Delivered,2,The item delivered was incorrect and lukewarm.,390,DP_182
OD10406,CUST2663,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-09 15:03:16,24,Jayanagar,Delivered,4,Decent portion size and good taste. Recommended.,400,DP_123
OD10407,CUST2805,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-05-17 10:28:45,18,Jayanagar,Delivered,5,Best meal ever. Highly recommended!,310,DP_114
OD10408,CUST2039,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-18 15:09:44,31,Marathahalli,Delivered,4,Satisfied with the delivery speed and quality.,170,DP_151
OD10409,CUST2980,The Salad Bowl,Greek Salad,Healthy & Salads,2026-04-27 14:44:52,37,Malleshwaram,Delivered,5,"Amazing food, super fast delivery!",480,DP_116
OD10410,CUST3295,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-05-11 20:18:41,77,Whitefield,Delivered,1,Unprofessional delivery partner. Very bad experience.,190,DP_123
OD10411,CUST3426,The Salad Bowl,Caesar Salad,Healthy & Salads,2026-05-25 19:47:12,36,HSR Layout,Delivered,4,Satisfied with the delivery speed and quality.,280,DP_105
OD10412,CUST2797,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-23 21:01:02,53,Marathahalli,Delivered,2,The item delivered was incorrect and lukewarm.,160,DP_108
OD10413,CUST3072,Sweet Retreat,Kulfi Falooda,Desserts,2026-04-28 20:31:41,36,Indiranagar,Delivered,4,Good taste and neat packaging.,160,DP_161
OD10414,CUST2353,Spice Symphony,Dal Makhani with Jeera Rice,North Indian,2026-05-02 21:04:52,53,Koramangala,Delivered,3,Portion size was small for the price.,580,DP_115
OD10415,CUST3390,The Salad Bowl,High-Protein Chicken Salad,Healthy & Salads,2026-05-22 12:02:37,33,HSR Layout,Delivered,4,"Tasty food, standard delivery. Satisfactory.",320,DP_143
OD10416,CUST2758,Cafe Daybreak,Iced Latte,Continental & Beverages,2026-05-22 21:39:24,39,HSR Layout,Delivered,3,The food was decent but arrived a bit cold.,180,DP_103
OD10417,CUST3335,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-03 11:17:33,23,Malleshwaram,Delivered,5,Outstanding quality! Will definitely order again.,380,DP_153
OD10418,CUST3469,Sweet Retreat,Kulfi Falooda,Desserts,2026-04-27 19:12:07,44,Koramangala,Delivered,3,The food was decent but arrived a bit cold.,430,DP_180
OD10419,CUST3351,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-18 21:58:30,49,Malleshwaram,Delivered,4,Overall great experience. Prompt service.,250,DP_123
OD10420,CUST2584,Wok & Roll,Chilli Chicken Gravy,Chinese & Asian,2026-05-20 07:34:11,23,HSR Layout,Delivered,5,Outstanding quality! Will definitely order again.,330,DP_104
OD10421,CUST3478,Sweet Retreat,Kulfi Falooda,Desserts,2026-05-18 21:14:49,34,Koramangala,Delivered,4,"Tasty food, but could be a bit warmer.",180,DP_142
OD10422,CUST2770,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-10 11:59:39,29,Malleshwaram,Delivered,4,"Tasty food, standard delivery. Satisfactory.",270,DP_123
OD10423,CUST2735,Bella Italia,Chicken Alfredo Pasta,Italian,2026-04-28 13:07:54,36,Malleshwaram,Delivered,5,"Extremely satisfied, delivered hot and fresh!",380,DP_159
OD10424,CUST3237,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-05-24 18:55:13,27,Malleshwaram,Delivered,4,"Tasty food, but could be a bit warmer.",750,DP_160
OD10425,CUST2508,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-25 00:02:02,27,Malleshwaram,Delivered,4,Satisfied with the delivery speed and quality.,220,DP_194
OD10426,CUST2982,The Golden Dosa,Onion Uttapam,South Indian,2026-04-27 20:26:13,35,HSR Layout,Delivered,5,Best meal ever. Highly recommended!,150,DP_146
OD10427,CUST3371,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-11 20:55:45,,BTM Layout,Cancelled,,Customer cancelled the order,380,DP_124
OD10428,CUST3284,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-19 14:02:18,40,BTM Layout,Delivered,5,"Extremely satisfied, delivered hot and fresh!",300,DP_197
OD10429,CUST2113,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-11 19:23:23,37,HSR Layout,Delivered,4,"Tasty food, but could be a bit warmer.",360,DP_183
OD10430,CUST2686,Wok & Roll,Veg Spring Rolls (6 pcs),Chinese & Asian,2026-05-21 19:44:13,50,Whitefield,Delivered,3,Average food. Nothing special.,210,DP_142
OD10431,CUST2130,Burger Bistro,Spicy Paneer Wrap,Fast Food,2026-05-14 20:34:57,43,Jayanagar,Delivered,1,Worst service! Delivered extremely late and completely cold.,200,DP_158
OD10432,CUST2386,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-04-29 10:17:07,23,HSR Layout,Delivered,5,"Perfect taste, clean packaging, and polite delivery partner.",170,DP_164
OD10433,CUST2047,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-10 17:41:01,22,Jayanagar,Delivered,5,"Delivered way before time, packaging was excellent!",1290,DP_125
OD10434,CUST3321,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-18 20:53:35,40,Malleshwaram,Delivered,4,"Tasty food, but could be a bit warmer.",230,DP_159
OD10435,CUST2533,Wok & Roll,Chilli Chicken Gravy,Chinese & Asian,2026-04-28 12:18:29,30,HSR Layout,Delivered,5,"Perfect taste, clean packaging, and polite delivery partner.",320,DP_180
OD10436,CUST3419,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-05-15 11:16:23,,HSR Layout,Cancelled,,Item out of stock at restaurant,470,DP_127
OD10437,CUST3449,Spice Symphony,Dal Makhani with Jeera Rice,North Indian,2026-05-14 22:34:19,49,Koramangala,Delivered,1,Unprofessional delivery partner. Very bad experience.,870,DP_104
OD10438,CUST2320,Spice Symphony,Kadhai Paneer with Roti,North Indian,2026-05-06 18:18:48,37,HSR Layout,Delivered,4,"Tasty food, standard delivery. Satisfactory.",970,DP_173
OD10439,CUST2231,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-09 19:14:28,49,Marathahalli,Delivered,3,Portion size was small for the price.,160,DP_112
OD10440,CUST2401,Spice Symphony,Butter Chicken & Naan,North Indian,2026-04-29 22:25:12,45,Malleshwaram,Delivered,4,"Tasty food, standard delivery. Satisfactory.",400,DP_141
OD10441,CUST2740,The Salad Bowl,Quinoa Avocado Salad,Healthy & Salads,2026-05-08 05:22:22,30,Jayanagar,Delivered,3,The food was decent but arrived a bit cold.,370,DP_158
OD10442,CUST2852,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-10 11:37:38,27,Koramangala,Delivered,3,Portion size was small for the price.,150,DP_119
OD10443,CUST2136,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-05 16:35:29,23,HSR Layout,Delivered,5,Best meal ever. Highly recommended!,230,DP_126
OD10444,CUST2087,Bella Italia,Garlic Bread with Cheese,Italian,2026-05-22 00:16:19,32,Malleshwaram,Delivered,4,"Tasty food, standard delivery. Satisfactory.",200,DP_116
OD10445,CUST3321,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-04-29 19:23:37,37,Malleshwaram,Delivered,4,"Tasty food, standard delivery. Satisfactory.",260,DP_173
OD10446,CUST2245,Burger Bistro,Loaded Nachos,Fast Food,2026-05-02 19:09:20,39,Malleshwaram,Delivered,4,"Tasty food, standard delivery. Satisfactory.",240,DP_189
OD10447,CUST2730,Spice Symphony,Dal Makhani with Jeera Rice,North Indian,2026-05-21 19:48:06,44,HSR Layout,Delivered,2,Delivery took almost an hour. Unhappy.,300,DP_170
OD10448,CUST2556,Burger Bistro,Classic Cheese Burger & Fries,Fast Food,2026-04-27 11:18:23,30,Malleshwaram,Delivered,5,Outstanding quality! Will definitely order again.,280,DP_153
OD10449,CUST2317,Cafe Daybreak,Iced Latte,Continental & Beverages,2026-05-26 08:52:08,20,Indiranagar,Delivered,5,Best meal ever. Highly recommended!,340,DP_162
OD10450,CUST3224,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-23 11:08:54,26,HSR Layout,Delivered,5,"Amazing food, super fast delivery!",210,DP_189
OD10451,CUST2871,The Golden Dosa,Masala Dosa with Sambar,South Indian,2026-04-28 12:02:50,28,Indiranagar,Delivered,5,"Amazing food, super fast delivery!",170,DP_161
OD10452,CUST2198,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-08 06:09:54,26,Jayanagar,Delivered,4,"Tasty food, standard delivery. Satisfactory.",140,DP_175
OD10453,CUST3256,Wok & Roll,Veg Spring Rolls (6 pcs),Chinese & Asian,2026-05-21 05:13:45,37,Whitefield,Delivered,4,"Tasty food, standard delivery. Satisfactory.",180,DP_137
OD10454,CUST2203,Wok & Roll,Veg Spring Rolls (6 pcs),Chinese & Asian,2026-05-15 12:43:06,43,HSR Layout,Delivered,3,Portion size was small for the price.,370,DP_146
OD10455,CUST2254,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-19 13:46:02,34,Koramangala,Delivered,4,"Tasty food, standard delivery. Satisfactory.",190,DP_142
OD10456,CUST2639,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-10 12:04:57,,Malleshwaram,Cancelled,,Customer cancelled the order,190,DP_187
OD10457,CUST2368,Spice Symphony,Tandoori Chicken Half,North Indian,2026-05-18 20:07:09,77,BTM Layout,Delivered,1,The food tasted stale and horrible! Threw it in the trash.,430,DP_152
OD10458,CUST2133,Burger Bistro,Crispy Chicken Burger,Fast Food,2026-05-23 16:31:17,34,Jayanagar,Delivered,4,Satisfied with the delivery speed and quality.,260,DP_197
OD10459,CUST2993,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-05 18:14:40,22,HSR Layout,Delivered,4,Satisfied with the delivery speed and quality.,220,DP_104
OD10460,CUST3389,Spice Symphony,Paneer Butter Masala Meal,North Indian,2026-05-16 19:48:04,44,Malleshwaram,Delivered,3,Portion size was small for the price.,360,DP_160
OD10461,CUST3108,Cafe Daybreak,Club Sandwich,Continental & Beverages,2026-05-25 21:24:28,,Marathahalli,Cancelled,,Delivery address was outside the delivery radius,650,DP_149
OD10462,CUST2942,Spice Symphony,Butter Chicken & Naan,North Indian,2026-05-02 18:08:19,35,BTM Layout,Delivered,4,Decent portion size and good taste. Recommended.,390,DP_163
OD10463,CUST3404,Cafe Daybreak,Classic Cold Coffee,Continental & Beverages,2026-05-09 13:37:24,45,Marathahalli,Delivered,4,Overall great experience. Prompt service.,180,DP_199
OD10464,CUST2715,Tandoori Nights,Chicken Seekh Kebab,North Indian,2026-05-10 14:22:26,54,Marathahalli,Delivered,3,Average food. Nothing special.,350,DP_108
OD10465,CUST3410,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-05-07 07:42:55,37,BTM Layout,Delivered,5,"Perfect taste, clean packaging, and polite delivery partner.",180,DP_173
OD10466,CUST2962,Tandoori Nights,Chicken Seekh Kebab,North Indian,2026-05-07 19:51:31,44,Koramangala,Delivered,2,The item delivered was incorrect and lukewarm.,980,DP_189
OD10467,CUST2696,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-05-17 21:50:04,81,Whitefield,Delivered,1,The food tasted stale and horrible! Threw it in the trash.,410,DP_137
OD10468,CUST3280,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-15 20:30:27,65,Whitefield,Delivered,1,Awful experience! Delayed by over an hour and no response.,150,DP_145
OD10469,CUST3106,Burger Bistro,Crispy Chicken Burger,Fast Food,2026-05-11 20:35:11,51,Indiranagar,Delivered,2,"Too spicy, couldn't eat it. Disappointed.",250,DP_181
OD10470,CUST3354,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-20 19:33:12,41,Marathahalli,Delivered,2,Delivery took almost an hour. Unhappy.,250,DP_160
OD10471,CUST2892,The Salad Bowl,High-Protein Chicken Salad,Healthy & Salads,2026-05-24 15:52:18,32,HSR Layout,Delivered,5,Outstanding quality! Will definitely order again.,600,DP_133
OD10472,CUST2057,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-25 07:10:17,25,HSR Layout,Delivered,5,"Delivered way before time, packaging was excellent!",280,DP_104
OD10473,CUST2361,Spice Symphony,Tandoori Chicken Half,North Indian,2026-04-29 13:19:55,31,Koramangala,Delivered,3,"Food was okay, but delivery took some time.",400,DP_153
OD10474,CUST2484,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-23 19:49:59,38,Jayanagar,Delivered,5,"Delivered way before time, packaging was excellent!",130,DP_164
OD10475,CUST2799,Wok & Roll,Chilli Chicken Gravy,Chinese & Asian,2026-05-05 17:16:55,23,Indiranagar,Delivered,4,Overall great experience. Prompt service.,300,DP_163
OD10476,CUST3118,The Salad Bowl,Greek Salad,Healthy & Salads,2026-05-26 11:30:45,19,Marathahalli,Delivered,4,Good taste and neat packaging.,270,DP_140
OD10477,CUST3357,Spice Symphony,Paneer Butter Masala Meal,North Indian,2026-05-19 14:51:43,48,Koramangala,Delivered,3,Packaging could have been better. Average taste.,370,DP_169
OD10478,CUST2524,Bella Italia,Margherita Pizza 10-inch,Italian,2026-05-24 21:58:28,59,Marathahalli,Delivered,2,"Not worth the price, portion was very small.",790,DP_199
OD10479,CUST2965,The Salad Bowl,High-Protein Chicken Salad,Healthy & Salads,2026-05-19 13:04:22,44,BTM Layout,Delivered,4,Good taste and neat packaging.,310,DP_178
OD10480,CUST3314,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-05-03 19:20:36,46,Koramangala,Delivered,2,Delivery took almost an hour. Unhappy.,290,DP_115
OD10481,CUST2925,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-03 09:23:11,39,BTM Layout,Delivered,5,"Delivered way before time, packaging was excellent!",190,DP_149
OD10482,CUST3326,Tandoori Nights,Paneer Tikka,North Indian,2026-05-19 21:03:25,37,BTM Layout,Delivered,4,Decent portion size and good taste. Recommended.,610,DP_177
OD10483,CUST2241,Spice Symphony,Kadhai Paneer with Roti,North Indian,2026-05-12 11:45:13,33,Whitefield,Delivered,4,Satisfied with the delivery speed and quality.,360,DP_135
OD10484,CUST2424,Tandoori Nights,Paneer Tikka,North Indian,2026-05-03 16:26:50,27,HSR Layout,Delivered,4,"Tasty food, but could be a bit warmer.",880,DP_104
OD10485,CUST2758,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-07 22:25:43,61,Whitefield,Delivered,1,Worst service! Delivered extremely late and completely cold.,230,DP_192
OD10486,CUST3141,Spice Symphony,Butter Chicken & Naan,North Indian,2026-05-08 23:42:51,28,Indiranagar,Delivered,4,Overall great experience. Prompt service.,380,DP_101
OD10487,CUST2271,Cafe Daybreak,Club Sandwich,Continental & Beverages,2026-05-12 22:56:29,42,HSR Layout,Delivered,3,Portion size was small for the price.,250,DP_112
OD10488,CUST2091,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-05-26 16:57:56,31,Jayanagar,Delivered,5,"Extremely satisfied, delivered hot and fresh!",560,DP_179
OD10489,CUST2893,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-01 19:59:42,35,Malleshwaram,Delivered,5,"Extremely satisfied, delivered hot and fresh!",330,DP_107
OD10490,CUST2335,Sweet Retreat,Sizzling Brownie,Desserts,2026-05-08 23:35:31,21,Malleshwaram,Delivered,5,"Extremely satisfied, delivered hot and fresh!",230,DP_164
OD10491,CUST2370,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-04-27 18:36:11,26,BTM Layout,Delivered,4,Overall great experience. Prompt service.,750,DP_110
OD10492,CUST2054,Bella Italia,Margherita Pizza 10-inch,Italian,2026-05-01 06:29:53,32,Malleshwaram,Delivered,5,"Amazing food, super fast delivery!",400,DP_159
OD10493,CUST3344,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-04-28 20:18:20,46,Indiranagar,Delivered,3,Packaging could have been better. Average taste.,210,DP_196
OD10494,CUST2523,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-05-24 12:24:49,44,BTM Layout,Delivered,2,The item delivered was incorrect and lukewarm.,1400,DP_137
OD10495,CUST2636,Tandoori Nights,Paneer Tikka,North Indian,2026-05-13 12:28:56,37,BTM Layout,Delivered,4,Overall great experience. Prompt service.,300,DP_161
OD10496,CUST3258,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-05-07 22:43:14,47,HSR Layout,Delivered,4,Satisfied with the delivery speed and quality.,280,DP_164
OD10497,CUST2896,The Golden Dosa,Onion Uttapam,South Indian,2026-05-06 21:33:27,33,Jayanagar,Delivered,5,"Amazing food, super fast delivery!",160,DP_173
OD10498,CUST3046,The Salad Bowl,Greek Salad,Healthy & Salads,2026-05-15 09:32:01,38,Koramangala,Delivered,5,Best meal ever. Highly recommended!,270,DP_195
OD10499,CUST2093,The Golden Dosa,Onion Uttapam,South Indian,2026-05-20 17:42:28,31,Jayanagar,Delivered,5,"Amazing food, super fast delivery!",300,DP_144
OD10500,CUST3238,Bella Italia,Margherita Pizza 10-inch,Italian,2026-04-30 05:41:30,26,Malleshwaram,Delivered,2,Taste was disappointing. Packaging was leaked.,400,DP_189
OD10501,CUST3487,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-19 20:51:19,31,Koramangala,Delivered,3,The food was decent but arrived a bit cold.,140,DP_117
OD10502,CUST2386,Spice Symphony,Paneer Butter Masala Meal,North Indian,2026-05-10 21:54:50,60,Whitefield,Delivered,2,"Too spicy, couldn't eat it. Disappointed.",350,DP_112
OD10503,CUST2313,Sweet Retreat,Sizzling Brownie,Desserts,2026-05-03 13:53:53,36,BTM Layout,Delivered,4,Satisfied with the delivery speed and quality.,230,DP_107
OD10504,CUST3016,Tandoori Nights,Butter Chicken Combo Meal,North Indian,2026-05-09 18:37:46,29,Malleshwaram,Delivered,4,Overall great experience. Prompt service.,400,DP_130
OD10505,CUST3134,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-04-30 18:41:22,21,Malleshwaram,Delivered,5,Outstanding quality! Will definitely order again.,350,DP_190
OD10506,CUST2962,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-18 14:38:54,43,Malleshwaram,Delivered,2,The item delivered was incorrect and lukewarm.,220,DP_117
OD10507,CUST3337,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-06 20:05:42,32,Malleshwaram,Delivered,4,Satisfied with the delivery speed and quality.,220,DP_117
OD10508,CUST3012,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-08 21:22:43,,HSR Layout,Cancelled,,Item out of stock at restaurant,380,DP_123
OD10509,CUST2066,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-05-04 18:21:50,26,Marathahalli,Delivered,4,"Tasty food, but could be a bit warmer.",180,DP_199
